experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes
B,assessment_2,student_2,obs_001,b_obs_001,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The ontology contains at least ten relevant and appropriately varied classes.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R1,exact,compatible,no_overlap,0.6096155047416687,,
B,assessment_2,student_2,obs_001,b_obs_002,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,Subclass relationships are logically justified and appropriately modelled.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R2,exact,compatible,exact,0.5479521751403809,,
B,assessment_2,student_2,obs_001,b_obs_003,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The ontology contains at least five meaningful object and/or data properties.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R3,exact,compatible,no_overlap,0.4714750051498413,,
B,assessment_2,student_2,obs_001,b_obs_004,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,"Property domains, ranges, hierarchies, and characteristics are correctly modelled where appropriate.",strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R4,exact,compatible,no_overlap,0.3689125180244446,,
B,assessment_2,student_2,obs_001,b_obs_005,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The ontology contains one logically correct Description Logic axiom using a number restriction.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R5,exact,compatible,no_overlap,0.44901078939437866,,
B,assessment_2,student_2,obs_001,b_obs_007,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The report accurately describes the submitted ontology.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R7,exact,compatible,no_overlap,0.3941700756549835,,
B,assessment_2,student_2,obs_001,b_obs_008,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The report clearly explains the purpose and scope of the ontology.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R8,exact,compatible,no_overlap,0.40839341282844543,,
B,assessment_2,student_2,obs_001,b_obs_009,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The report justifies the chosen class and property hierarchies.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R9,exact,compatible,no_overlap,0.3759111762046814,,
B,assessment_2,student_2,obs_001,b_obs_010,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The report correctly explains the Description Logic axiom and relates it to the source text.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R10,exact,compatible,no_overlap,0.3453443646430969,,
B,assessment_2,student_2,obs_001,b_obs_012,The ontology has a justified class hierarchy that includes both sandwich types and ingredient subclasses.,The report does not exceed the specified word limit of 750 words.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R2,P1-R12,exact,compatible,no_overlap,0.1185256838798523,,
