experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes
B,assessment_1,student_7,obs_001,b_obs_001,The submission is good overall.,Prerequisite requirement is correctly represented as x1 ∨ x2.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R1,unknown,compatible,not_assessable,0.05906938016414642,,
B,assessment_1,student_7,obs_001,b_obs_002,The submission is good overall.,Approval requirement is correctly represented as y1 ∨ y2.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R2,unknown,compatible,not_assessable,0.20022690296173096,,
B,assessment_1,student_7,obs_001,b_obs_003,The submission is good overall.,Your submitted work demonstrates eligibility by satisfying both prerequisite and approval requirements in multiple examples.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R3,unknown,compatible,not_assessable,0.32141536474227905,,
B,assessment_1,student_7,obs_001,b_obs_004,The submission is good overall.,Your submitted proof correctly addresses all four prerequisite–approval combinations.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R4,unknown,compatible,not_assessable,0.29945430159568787,,
B,assessment_1,student_7,obs_001,b_obs_007,The submission is good overall.,Lean code compiles successfully.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R7,unknown,compatible,not_assessable,0.17069163918495178,,
B,assessment_1,student_7,obs_001,b_obs_008,The submission is good overall.,The logical implication is explicitly stated in the submission through multiple examples with formal statements and proofs.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R1,unknown,compatible,not_assessable,0.1459960788488388,,
B,assessment_1,student_7,obs_001,b_obs_009,The submission is good overall.,Derive d from b and b → d using modus ponens.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R2,unknown,compatible,not_assessable,0.0,,
B,assessment_1,student_7,obs_001,b_obs_010,The submission is good overall.,"Your submitted work contains a valid proof that uses ¬a → (c ∧ d) and ¬c to establish a through contradiction, which directly satisfies the requirement.",strength,strength,overall,task,,part_1,,scenario_2,,S2-R3,unknown,compatible,not_assessable,0.17818039655685425,,
B,assessment_1,student_7,obs_001,b_obs_011,The submission is good overall.,Construct the final conjunction a ∧ d using the derived values.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R4,unknown,compatible,not_assessable,0.0433594174683094,,
B,assessment_1,student_7,obs_001,b_obs_012,The submission is good overall.,Classical reasoning is valid and supported by the Lean environment.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R5,unknown,compatible,not_assessable,0.13956624269485474,,
B,assessment_1,student_7,obs_001,b_obs_014,The submission is good overall.,The submitted Lean code compiles correctly.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R7,unknown,compatible,not_assessable,0.29784485697746277,,
