experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes
B,assessment_1,student_3,obs_001,b_obs_001,The submission makes a strong start overall.,Prerequisite requirement is correctly represented as x1 ∨ x2.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R1,unknown,compatible,not_assessable,0.0823250338435173,,
B,assessment_1,student_3,obs_001,b_obs_002,The submission makes a strong start overall.,"The student work includes the disjunction y1 ∨ y2 as part of the antecedent in the formula (x1 ∨ x2) ∧ (y1 ∨ y2) → z, which correctly represents the approval requirement as the disjunction y1 ∨ y2.",strength,strength,overall,task,,part_1,,scenario_1,,S1-R2,unknown,compatible,not_assessable,0.07371945679187775,,
B,assessment_1,student_3,obs_001,b_obs_003,The submission makes a strong start overall.,"Your submitted proof satisfies both the prerequisite and approval requirements, as demonstrated by the proof body that incorporates both conditions.",strength,strength,overall,task,,part_1,,scenario_1,,S1-R3,unknown,compatible,not_assessable,0.22848159074783325,,
B,assessment_1,student_3,obs_001,b_obs_004,The submission makes a strong start overall.,The proof correctly handles all four combinations of cases.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R4,unknown,compatible,not_assessable,0.14737775921821594,,
B,assessment_1,student_3,obs_001,b_obs_005,The submission makes a strong start overall.,"Your proof uses case evidence (e.g., 'case a', 'case b', 'case c', 'case d') and does not appear to rely on unrelated assumptions.",strength,strength,overall,task,,part_1,,scenario_1,,S1-R5,unknown,compatible,not_assessable,0.005726318806409836,,
B,assessment_1,student_3,obs_001,b_obs_008,The submission makes a strong start overall.,The formal statement matches the required logical implication.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R1,unknown,compatible,not_assessable,0.0,,
B,assessment_1,student_3,obs_001,b_obs_009,The submission makes a strong start overall.,The proof body correctly decomposes the proposition.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R2,unknown,compatible,not_assessable,0.10892750322818756,,
B,assessment_1,student_3,obs_001,b_obs_010,The submission makes a strong start overall.,The proof correctly establishes 'a' using the assumptions ¬a → (c ∧ d) and ¬c.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R3,unknown,compatible,not_assessable,0.07002471387386322,,
B,assessment_1,student_3,obs_001,b_obs_011,The submission makes a strong start overall.,The final conjunction 'a ∧ d' is explicitly constructed in the formal statement.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R4,unknown,compatible,not_assessable,0.08680097758769989,,
B,assessment_1,student_3,obs_001,b_obs_012,The submission makes a strong start overall.,Classical reasoning is used in a valid manner.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R5,unknown,compatible,not_assessable,0.017976563423871994,,
B,assessment_1,student_3,obs_001,b_obs_015,The submission makes a strong start overall.,"Your submitted work includes propositions that represent heavy congestion, unsafe weather, sufficient fuel, and destination reached.",strength,strength,overall,task,,part_1,,scenario_3,,S3-R1,unknown,compatible,not_assessable,0.19559744000434875,,
B,assessment_1,student_3,obs_001,b_obs_016,The submission makes a strong start overall.,Your submitted work correctly represents safe weather as the negation of the proposition representing unsafe weather.,strength,strength,overall,task,,part_1,,scenario_3,,S3-R2,unknown,compatible,not_assessable,0.11948080360889435,,
B,assessment_1,student_3,obs_001,b_obs_017,The submission makes a strong start overall.,The 'only if' interpretation is correctly applied in the formalisation.,strength,strength,overall,task,,part_1,,scenario_3,,S3-R3,unknown,compatible,not_assessable,0.0,,
B,assessment_1,student_3,obs_001,b_obs_018,The submission makes a strong start overall.,The submitted formal statements do not imply the absence of congestion on the usual route based on the provided evidence.,strength,strength,overall,task,,part_1,,scenario_3,,S3-R4,unknown,compatible,not_assessable,0.0,,
B,assessment_1,student_3,obs_001,b_obs_020,The submission makes a strong start overall.,Ensure the proof structure maintains the intended meaning of the scenario even with different proposition names.,strength,suggestion,overall,task,,part_1,,scenario_3,,S3-R6,unknown,potentially_compatible,not_assessable,0.03163275495171547,,
B,assessment_1,student_3,obs_001,b_obs_023,The submission makes a strong start overall.,The formal statement matches the target implication exactly.,strength,strength,overall,task,,part_1,,scenario_4,,S4-R1,unknown,compatible,not_assessable,0.02935420349240303,,
B,assessment_1,student_3,obs_001,b_obs_024,The submission makes a strong start overall.,r is derived from t and t → r as required.,strength,strength,overall,task,,part_1,,scenario_4,,S4-R2,unknown,compatible,not_assessable,0.018446888774633408,,
B,assessment_1,student_3,obs_001,b_obs_025,The submission makes a strong start overall.,m is derived from r and r → m as required.,strength,strength,overall,task,,part_1,,scenario_4,,S4-R3,unknown,compatible,not_assessable,0.02990037389099598,,
B,assessment_1,student_3,obs_001,b_obs_027,The submission makes a strong start overall.,The final result r ∧ m ∧ ¬f is constructed correctly.,strength,strength,overall,task,,part_1,,scenario_4,,S4-R5,unknown,compatible,not_assessable,0.14772546291351318,,
B,assessment_1,student_3,obs_001,b_obs_028,The submission makes a strong start overall.,"The proof targets the required implication, not a modified version.",strength,strength,overall,task,,part_1,,scenario_4,,S4-R6,unknown,compatible,not_assessable,0.04601927101612091,,
B,assessment_1,student_3,obs_002,b_obs_001,The case-by-case analysis in Scenario 1 clearly captures all of the eligibility conditions.,Prerequisite requirement is correctly represented as x1 ∨ x2.,strength,strength,task,task,part_1,part_1,scenario_1,scenario_1,S1-R3|S1-R4,S1-R1,exact,compatible,no_overlap,0.40372326970100403,,
B,assessment_1,student_3,obs_002,b_obs_002,The case-by-case analysis in Scenario 1 clearly captures all of the eligibility conditions.,"The student work includes the disjunction y1 ∨ y2 as part of the antecedent in the formula (x1 ∨ x2) ∧ (y1 ∨ y2) → z, which correctly represents the approval requirement as the disjunction y1 ∨ y2.",strength,strength,task,task,part_1,part_1,scenario_1,scenario_1,S1-R3|S1-R4,S1-R2,exact,compatible,no_overlap,0.36157330870628357,,
B,assessment_1,student_3,obs_002,b_obs_003,The case-by-case analysis in Scenario 1 clearly captures all of the eligibility conditions.,"Your submitted proof satisfies both the prerequisite and approval requirements, as demonstrated by the proof body that incorporates both conditions.",strength,strength,task,task,part_1,part_1,scenario_1,scenario_1,S1-R3|S1-R4,S1-R3,exact,compatible,overlap,0.3395259380340576,,
B,assessment_1,student_3,obs_002,b_obs_004,The case-by-case analysis in Scenario 1 clearly captures all of the eligibility conditions.,The proof correctly handles all four combinations of cases.,strength,strength,task,task,part_1,part_1,scenario_1,scenario_1,S1-R3|S1-R4,S1-R4,exact,compatible,overlap,0.379238486289978,,
B,assessment_1,student_3,obs_002,b_obs_005,The case-by-case analysis in Scenario 1 clearly captures all of the eligibility conditions.,"Your proof uses case evidence (e.g., 'case a', 'case b', 'case c', 'case d') and does not appear to rely on unrelated assumptions.",strength,strength,task,task,part_1,part_1,scenario_1,scenario_1,S1-R3|S1-R4,S1-R5,exact,compatible,no_overlap,0.3142169713973999,,
B,assessment_1,student_3,obs_003,b_obs_015,The reasoning in Scenario 3 is logically sound and well structured.,"Your submitted work includes propositions that represent heavy congestion, unsafe weather, sufficient fuel, and destination reached.",strength,strength,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R1,exact,compatible,no_overlap,0.3004220724105835,,
B,assessment_1,student_3,obs_003,b_obs_016,The reasoning in Scenario 3 is logically sound and well structured.,Your submitted work correctly represents safe weather as the negation of the proposition representing unsafe weather.,strength,strength,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R2,exact,compatible,no_overlap,0.240060493350029,,
B,assessment_1,student_3,obs_003,b_obs_017,The reasoning in Scenario 3 is logically sound and well structured.,The 'only if' interpretation is correctly applied in the formalisation.,strength,strength,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R3,exact,compatible,no_overlap,0.3303143382072449,,
B,assessment_1,student_3,obs_003,b_obs_018,The reasoning in Scenario 3 is logically sound and well structured.,The submitted formal statements do not imply the absence of congestion on the usual route based on the provided evidence.,strength,strength,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R4,exact,compatible,no_overlap,0.2694686949253082,,
B,assessment_1,student_3,obs_003,b_obs_020,The reasoning in Scenario 3 is logically sound and well structured.,Ensure the proof structure maintains the intended meaning of the scenario even with different proposition names.,strength,suggestion,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R6,exact,potentially_compatible,overlap,0.5303207635879517,,
B,assessment_1,student_3,obs_004,b_obs_013,Scenario 2 is incomplete.,The explanation is missing from the Lean file.,omission,error,task,task,part_1,part_1,scenario_2,scenario_2,,S2-R6,exact,potentially_compatible,not_assessable,0.18706220388412476,,
B,assessment_1,student_3,obs_004,b_obs_014,Scenario 2 is incomplete.,Ensure the Lean code compiles by checking for syntax errors and missing imports.,omission,omission,task,task,part_1,part_1,scenario_2,scenario_2,,S2-R7,exact,compatible,not_assessable,0.12217894196510315,,
B,assessment_1,student_3,obs_005,b_obs_026,Scenario 4 lacks a conclusion and therefore does not fully establish the required goal.,¬f is not derived from the available assumptions.,error,error,task,task,part_1,part_1,scenario_4,scenario_4,S4-R5,S4-R4,exact,compatible,no_overlap,0.3586580157279968,,
B,assessment_1,student_3,obs_005,b_obs_029,Scenario 4 lacks a conclusion and therefore does not fully establish the required goal.,The derivation of ¬f is not explained in comments.,error,error,task,task,part_1,part_1,scenario_4,scenario_4,S4-R5,S4-R7,exact,compatible,no_overlap,0.194931298494339,,
B,assessment_1,student_3,obs_005,b_obs_030,Scenario 4 lacks a conclusion and therefore does not fully establish the required goal.,The submission should include a compilation check to ensure the code is valid.,error,omission,task,task,part_1,part_1,scenario_4,scenario_4,S4-R5,S4-R8,exact,potentially_compatible,no_overlap,0.23229917883872986,,
B,assessment_1,student_3,obs_006,b_obs_031,"Part 2 is entirely missing, including all four required theorems.",The requirement to prove that provable (conj x False) leads to a contradiction is not met because the student work is empty.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R1,human_broader,potentially_compatible,overlap,0.325506329536438,,
B,assessment_1,student_3,obs_006,b_obs_032,"Part 2 is entirely missing, including all four required theorems.",The requirement to prove that provable x does not imply that False is provable is not addressed by the student work.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R2,human_broader,potentially_compatible,overlap,0.2699359655380249,,
B,assessment_1,student_3,obs_006,b_obs_033,"Part 2 is entirely missing, including all four required theorems.","The requirement to use appropriate supplied axioms is not addressed. The student work is empty, and the requirement does not explicitly state that the student work must include any specific axioms or that the student work must be non-empty.",omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R3,human_broader,potentially_compatible,overlap,0.3288504481315613,,
B,assessment_1,student_3,obs_006,b_obs_034,"Part 2 is entirely missing, including all four required theorems.",The requirement to explain both conjuncts of the theorem is not addressed.,omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R4,human_broader,compatible,overlap,0.6047506332397461,,
B,assessment_1,student_3,obs_006,b_obs_035,"Part 2 is entirely missing, including all four required theorems.",The requirement that the theorem must compile is not addressed by the student work.,omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R5,human_broader,compatible,overlap,0.4978824257850647,,
B,assessment_1,student_3,obs_006,b_obs_036,"Part 2 is entirely missing, including all four required theorems.",The requirement to extract provable False from provable (conj x False) is not met because the student work is empty and the requirement is not satisfied.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R1,human_broader,potentially_compatible,overlap,0.25008106231689453,,
B,assessment_1,student_3,obs_006,b_obs_037,"Part 2 is entirely missing, including all four required theorems.",The requirement to use the resulting contradiction to derive provable y is not present.,omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R2,human_broader,compatible,overlap,0.2749103605747223,,
B,assessment_1,student_3,obs_006,b_obs_038,"Part 2 is entirely missing, including all four required theorems.",The requirement to use the supplied conjunction-elimination and falsehood axioms appropriately is not met because the student work is empty.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R3,human_broader,potentially_compatible,overlap,0.35365599393844604,,
B,assessment_1,student_3,obs_006,b_obs_039,"Part 2 is entirely missing, including all four required theorems.",The requirement to explain the principle of explosion and how it is implemented is not met as the student work is empty and the assessment does not evaluate the exact requirement.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R4,human_broader,potentially_compatible,overlap,0.29556941986083984,,
B,assessment_1,student_3,obs_006,b_obs_040,"Part 2 is entirely missing, including all four required theorems.",The requirement that the theorem must compile is not met because the student work is empty and no compilation evidence is provided.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R5,human_broader,potentially_compatible,overlap,0.5135473012924194,,
B,assessment_1,student_3,obs_006,b_obs_041,"Part 2 is entirely missing, including all four required theorems.","The requirement to extract provable x, provable y, and provable z from the nested conjunction is not met because no student work is provided.",omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_3,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T3-R1,human_broader,compatible,overlap,0.2734898328781128,,
B,assessment_1,student_3,obs_006,b_obs_042,"Part 2 is entirely missing, including all four required theorems.",The construction of (conj y x) is not present in the submitted work.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_3,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T3-R2,human_broader,potentially_compatible,overlap,0.32409510016441345,,
B,assessment_1,student_3,obs_006,b_obs_043,"Part 2 is entirely missing, including all four required theorems.",The requirement to construct provable (conj (conj y x) z) is not met as no such construction is present in the student work.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_3,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T3-R3,human_broader,potentially_compatible,overlap,0.2737235426902771,,
B,assessment_1,student_3,obs_006,b_obs_044,"Part 2 is entirely missing, including all four required theorems.","The use of AxConjElimLeft, AxConjElimRight, and AxConjIntro is not present in the submitted work.",omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_3,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T3-R4,human_broader,compatible,overlap,0.24334582686424255,,
