experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes
A,assessment_1,student_3,obs_001,obs_006,The submission makes a strong start overall.,Ensure the proof structure maintains the intended meaning of the scenario even with different proposition names.,strength,suggestion,overall,task,,part_1,,scenario_3,,S3-R6,unknown,potentially_compatible,not_assessable,0.03163275495171547,,
A,assessment_1,student_3,obs_003,obs_006,The reasoning in Scenario 3 is logically sound and well structured.,Ensure the proof structure maintains the intended meaning of the scenario even with different proposition names.,strength,suggestion,task,task,part_1,part_1,scenario_3,scenario_3,S3-R5|S3-R6,S3-R6,exact,potentially_compatible,overlap,0.5303207635879517,,
A,assessment_1,student_3,obs_004,obs_003,Scenario 2 is incomplete.,The proof needs to explicitly derive 'a' using the assumptions and construct 'a ∧ d'. Add comments explaining the reasoning.,omission,error,task,task,part_1,part_1,scenario_2,scenario_2,,S2-R3|S2-R4|S2-R6,exact,potentially_compatible,not_assessable,0.14737378060817719,,
A,assessment_1,student_3,obs_004,obs_004,Scenario 2 is incomplete.,Ensure the Lean code compiles by checking for syntax errors and missing imports.,omission,error,task,task,part_1,part_1,scenario_2,scenario_2,,S2-R7,exact,potentially_compatible,not_assessable,0.12217894196510315,,
A,assessment_1,student_3,obs_005,obs_007,Scenario 4 lacks a conclusion and therefore does not fully establish the required goal.,The proof needs to include an explanation of how ¬f is derived from the assumptions.,error,error,task,task,part_1,part_1,scenario_4,scenario_4,S4-R5,S4-R4|S4-R7,exact,compatible,no_overlap,0.2714836597442627,,
A,assessment_1,student_3,obs_005,obs_008,Scenario 4 lacks a conclusion and therefore does not fully establish the required goal.,The submission should include a compilation check to ensure the code is valid.,error,omission,task,task,part_1,part_1,scenario_4,scenario_4,S4-R5,S4-R8,exact,potentially_compatible,no_overlap,0.23229917883872986,,
A,assessment_1,student_3,obs_006,obs_009,"Part 2 is entirely missing, including all four required theorems.","The component does not include the required proof, explanations, or compilation.",omission,omission,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_1,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5,human_broader,compatible,overlap,0.5115715861320496,,
A,assessment_1,student_3,obs_006,obs_010,"Part 2 is entirely missing, including all four required theorems.","The component is missing all required elements for proof correctness, explanation, and compilation. The theorem does not meet the submission criteria.",omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_2,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T2-R1|T2-R2|T2-R3|T2-R4|T2-R5,human_broader,potentially_compatible,overlap,0.6085172891616821,,
A,assessment_1,student_3,obs_006,obs_011,"Part 2 is entirely missing, including all four required theorems.",The theorem is not implemented. Please replace 'sorry' with actual proofs and add explanations.,omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_3,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6,human_broader,potentially_compatible,overlap,0.618155837059021,,
A,assessment_1,student_3,obs_006,obs_012,"Part 2 is entirely missing, including all four required theorems.","The theorem must include a proof using AxConjIntro, explain the contradiction-based strategy, and compile in Lean 4.",omission,error,part,task,part_2,part_2,theorem_1|theorem_2|theorem_3|theorem_4,theorem_4,T1-R1|T1-R2|T1-R3|T1-R4|T1-R5|T2-R1|T2-R2|T2-R3|T2-R4|T2-R5|T3-R1|T3-R2|T3-R3|T3-R4|T3-R5|T3-R6|T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,T4-R1|T4-R2|T4-R3|T4-R4|T4-R5|T4-R6,human_broader,potentially_compatible,overlap,0.4979923963546753,,
