experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes
B,assessment_1,student_5,obs_001,b_obs_001,The submission is good overall.,The student work explicitly shows the disjunction x1 ∨ x2 as required by the exact requirement.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R1,unknown,compatible,not_assessable,0.02249233052134514,,
B,assessment_1,student_5,obs_001,b_obs_002,The submission is good overall.,"Your submitted work includes multiple proofs that involve disjunctions (e.g., Or.elim in example_1 and example_2), which directly relate to the requirement of representing the approval requirement as y1 ∨ y2.",strength,strength,overall,task,,part_1,,scenario_1,,S1-R2,unknown,compatible,not_assessable,0.19702279567718506,,
B,assessment_1,student_5,obs_001,b_obs_003,The submission is good overall.,Eligibility depends on both prerequisite and approval conditions is demonstrated through the use of multiple proofs and axioms in the student work.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R3,unknown,compatible,not_assessable,0.12455146014690399,,
B,assessment_1,student_5,obs_001,b_obs_004,The submission is good overall.,Your submitted work addresses the four prerequisite–approval combinations through multiple examples and proofs.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R4,unknown,compatible,not_assessable,0.278854638338089,,
B,assessment_1,student_5,obs_001,b_obs_005,The submission is good overall.,"Your submitted work uses case analysis to derive conclusions in multiple examples, as required.",strength,strength,overall,task,,part_1,,scenario_1,,S1-R5,unknown,compatible,not_assessable,0.22905324399471283,,
B,assessment_1,student_5,obs_001,b_obs_007,The submission is good overall.,The submitted Lean code compiles successfully.,strength,strength,overall,task,,part_1,,scenario_1,,S1-R7,unknown,compatible,not_assessable,0.29670026898384094,,
B,assessment_1,student_5,obs_001,b_obs_009,The submission is good overall.,Derive d from b and b -> d.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R2,unknown,compatible,not_assessable,0.0,,
B,assessment_1,student_5,obs_001,b_obs_011,The submission is good overall.,Construct the final conjunction a ∧ d.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R4,unknown,compatible,not_assessable,0.07092541456222534,,
B,assessment_1,student_5,obs_001,b_obs_012,The submission is good overall.,"Your submitted work includes multiple proofs that use classical reasoning, such as Or.elim, by_cases, and other classical proof techniques. The use of classical reasoning is valid and supported by the Lean environment.",strength,strength,overall,task,,part_1,,scenario_2,,S2-R5,unknown,compatible,not_assessable,0.1798487901687622,,
B,assessment_1,student_5,obs_001,b_obs_014,The submission is good overall.,The submitted Lean code must compile.,strength,strength,overall,task,,part_1,,scenario_2,,S2-R7,unknown,compatible,not_assessable,0.22153747081756592,,
B,assessment_1,student_5,obs_001,b_obs_016,The submission is good overall.,Your submitted work correctly represents safe weather as the negation of the proposition representing unsafe weather.,strength,strength,overall,task,,part_1,,scenario_3,,S3-R2,unknown,compatible,not_assessable,0.17962977290153503,,
